Percentage of blocked calls (Sample Average),Percentage of dropped calls (Sample Average)
11.976566140736303,0.006657346381732241
11.714838795808022,0.0200253654629197
11.713158070773964,0.02006823198876179
11.028525512253918,0.020088388911209322
11.278195488721805,0.046992481203007516
11.241374690158773,0.04689488845715817
12.338747409932491,0.02673618073658178
10.804689581667999,0.033306687982946975
11.345805672902836,0.020116676725005028
11.169249345944857,0.03354128932716174
11.627127730867176,0.013403029084573114
10.906789259777467,0.02665067626091012
12.205093833780161,0.020107238605898123
11.18768819003011,0.046838407494145196
11.301025537904685,0.04692003485488303
11.45930776426567,0.020045436322330617
11.791853387733262,0.03344257909169955
11.894126275085005,0.006667111140742716
11.94976955447198,0.04675706365640238
11.839549989955133,0.046876046340320096
12.083222192584689,0.006668444918644972
11.322269807280513,0.02676659528907923
11.649512097313194,0.02005079534821548
11.55232247730913,0.013347570742124932
11.378848728246318,0.02677376171352075
11.843768713819948,0.039922815889280726
11.186530911026818,0.039928129367139145
11.689351481184948,0.0
11.803651441182371,0.07356383334447936
11.72,0.04666666666666667
