Percentage of blocked calls (Sample Average),Percentage of dropped calls (Sample Average)
3.2331739347655417,0.13560773677824567
3.3053141473144323,0.29918791850690984
3.2133950837192735,0.17812611328820804
3.578856774008463,0.2725381912070573
3.314244810307802,0.2290622763063708
3.2020584661568154,0.17153884640125794
3.4092536885832976,0.20054433462254692
3.1554092730394965,0.22896393817973668
3.140424923098934,0.20745403820015737
3.7272402713316675,0.24991074616208497
3.3648339060710195,0.22193585337915234
2.9719278143798338,0.13606416499570323
3.219588806396345,0.20702455739577386
3.2710614845036146,0.22904588075298832
3.138659978502329,0.18631314940881405
3.6161833154314356,0.25778732545649835
3.111365424504685,0.28610256777054577
3.385826771653543,0.2290622763063708
3.2977967306325517,0.2345415778251599
3.1490453120547164,0.16386434881732687
2.8428927680798006,0.20662629141432134
3.4428571428571426,0.17142857142857143
3.224655775130199,0.21402582578297782
3.4028618210294015,0.2776393535986332
2.9977214468812305,0.26345770435773286
3.2248858447488584,0.14982876712328766
3.1715623669646655,0.17028522775649213
3.3226609747420843,0.2419067947349698
3.3517573696145124,0.1488095238095238
3.2724181895452613,0.23374415639609009
