Percentage of blocked calls (Sample Average),Percentage of dropped calls (Sample Average)
1.3974816216609651,0.5750054589125846
1.5383499020390392,0.44989478267179445
1.3622787207692868,0.3642456472645152
1.4074289030760303,0.3772489843296576
1.6033081834010448,0.4425420777713291
1.2774655084312723,0.4233885685086503
1.7906137184115525,0.5703971119133574
1.3879852526566905,0.3686835827369334
1.457155284906481,0.42772219805712625
1.2674730209314116,0.3476497428840443
1.4976372228280626,0.450745183569611
1.3185238265854533,0.4227875313507703
1.283622989831975,0.3245114300137016
1.4734702765478698,0.3774406619728533
1.3437364542696142,0.4984828781967924
1.3662790697674418,0.42151162790697677
1.5772416276557437,0.4033129276197335
1.298418685623096,0.33367184099811403
1.1586901763224182,0.37423533645196116
1.1968663861888873,0.24662701291164948
1.225666906993511,0.42537851478010097
1.4272327542708858,0.5117854825920853
1.4270270270270269,0.41081081081081083
1.36590301365903,0.48420900484209006
1.5120821878165243,0.42685573723050213
1.627772976087583,0.3673292999135696
1.3430048836541224,0.2657282390117782
1.202390380876953,0.3023975808193535
1.3437364542696142,0.4623609305013726
1.4984511202362942,0.3962250558317124
