Percentage of blocked calls (Sample Average),Percentage of dropped calls (Sample Average)
29.389709275496077,0.0
28.29676674364896,0.0
28.170963834573453,0.0
29.26436781609195,0.0
29.220630372492835,0.005730659025787966
29.114361395830933,0.0
28.479188285483687,0.0
28.783775998156365,0.0
28.846264616093542,0.0
28.189893862482695,0.0
28.724940782252006,0.0
29.232272152626138,0.0
28.693542797735937,0.0
29.163791120312858,0.0
29.49329959164893,0.0
28.594525926781383,0.0
28.9604532839963,0.0
29.3857634902411,0.0
28.987765466297322,0.0
29.269135518055634,0.0
28.769806972054162,0.0
28.928715495879676,0.0
28.84493761858219,0.0
28.90292935094773,0.0
29.424613439098696,0.0
29.877663546034118,0.0
29.672347506742412,0.0
28.935679261609458,0.0
28.680567522545807,0.0
29.762587452689527,0.0
